idx,id,datetime,platform,cloud,collection_category,processing_level,has_lwir11,has_qa_pixel,date,month,out_file,out_exists
708,LC09_L2SP_197024_20220722_02_T1,2022-07-22T10:27:36.441051Z,landsat-9,93.54,T1,NA,TRUE,TRUE,2022-07-22,7,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220722_lc09_l2sp_197024_20220722_02_t1_LST_C.tif,FALSE
709,LE07_L2SP_196025_20220718_02_T1,2022-07-18T08:51:31.147296Z,landsat-7,0,T1,NA,FALSE,TRUE,2022-07-18,7,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220718_le07_l2sp_196025_20220718_02_t1_LST_C.tif,FALSE
710,LE07_L2SP_196024_20220718_02_T1,2022-07-18T08:51:07.309754Z,landsat-7,5,T1,NA,FALSE,TRUE,2022-07-18,7,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220718_le07_l2sp_196024_20220718_02_t1_LST_C.tif,FALSE
711,LC09_L2SP_196025_20220715_02_T1,2022-07-15T10:21:41.858977Z,landsat-9,56.42,T1,NA,TRUE,TRUE,2022-07-15,7,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220715_lc09_l2sp_196025_20220715_02_t1_LST_C.tif,FALSE
712,LC09_L2SP_196024_20220715_02_T1,2022-07-15T10:21:17.976434Z,landsat-9,79.52,T1,NA,TRUE,TRUE,2022-07-15,7,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220715_lc09_l2sp_196024_20220715_02_t1_LST_C.tif,FALSE
713,LC08_L2SP_196025_20220707_02_T2,2022-07-07T10:22:08.111017Z,landsat-8,95.93,T2,NA,TRUE,TRUE,2022-07-07,7,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220707_lc08_l2sp_196025_20220707_02_t2_LST_C.tif,FALSE
714,LC08_L2SP_196024_20220707_02_T2,2022-07-07T10:21:44.228449Z,landsat-8,91.76,T2,NA,TRUE,TRUE,2022-07-07,7,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220707_lc08_l2sp_196024_20220707_02_t2_LST_C.tif,FALSE
715,LC09_L2SP_197025_20220706_02_T1,2022-07-06T10:27:55.517486Z,landsat-9,85.34,T1,NA,TRUE,TRUE,2022-07-06,7,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220706_lc09_l2sp_197025_20220706_02_t1_LST_C.tif,FALSE
716,LC09_L2SP_197024_20220706_02_T1,2022-07-06T10:27:31.634941Z,landsat-9,91.98,T1,NA,TRUE,TRUE,2022-07-06,7,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220706_lc09_l2sp_197024_20220706_02_t1_LST_C.tif,FALSE
717,LE07_L2SP_197025_20220706_02_T1,2022-07-06T08:58:11.969196Z,landsat-7,71,T1,NA,FALSE,TRUE,2022-07-06,7,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220706_le07_l2sp_197025_20220706_02_t1_LST_C.tif,FALSE
718,LE07_L2SP_196025_20220701_02_T1,2022-07-01T08:52:44.162382Z,landsat-7,80,T1,NA,FALSE,TRUE,2022-07-01,7,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220701_le07_l2sp_196025_20220701_02_t1_LST_C.tif,FALSE
719,LC09_L2SP_196025_20220629_02_T1,2022-06-29T10:21:46.270306Z,landsat-9,71.39,T1,NA,TRUE,TRUE,2022-06-29,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220629_lc09_l2sp_196025_20220629_02_t1_LST_C.tif,FALSE
720,LC09_L2SP_196024_20220629_02_T1,2022-06-29T10:21:22.387763Z,landsat-9,78.32,T1,NA,TRUE,TRUE,2022-06-29,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220629_lc09_l2sp_196024_20220629_02_t1_LST_C.tif,FALSE
721,LC08_L2SP_197025_20220628_02_T1,2022-06-28T10:28:18.822451Z,landsat-8,24.94,T1,NA,TRUE,TRUE,2022-06-28,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220628_lc08_l2sp_197025_20220628_02_t1_LST_C.tif,TRUE
722,LC08_L2SP_197024_20220628_02_T1,2022-06-28T10:27:54.939883Z,landsat-8,8.64,T1,NA,TRUE,TRUE,2022-06-28,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220628_lc08_l2sp_197024_20220628_02_t1_LST_C.tif,TRUE
723,LC08_L2SP_196025_20220621_02_T1,2022-06-21T10:22:06.571494Z,landsat-8,67.16,T1,NA,TRUE,TRUE,2022-06-21,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220621_lc08_l2sp_196025_20220621_02_t1_LST_C.tif,FALSE
724,LC08_L2SP_196024_20220621_02_T1,2022-06-21T10:21:42.688926Z,landsat-8,33.69,T1,NA,TRUE,TRUE,2022-06-21,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220621_lc08_l2sp_196024_20220621_02_t1_LST_C.tif,FALSE
725,LC09_L2SP_197025_20220620_02_T1,2022-06-20T10:27:48.863837Z,landsat-9,89.46,T1,NA,TRUE,TRUE,2022-06-20,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220620_lc09_l2sp_197025_20220620_02_t1_LST_C.tif,FALSE
726,LC09_L2SP_197024_20220620_02_T1,2022-06-20T10:27:24.981294Z,landsat-9,58.07,T1,NA,TRUE,TRUE,2022-06-20,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220620_lc09_l2sp_197024_20220620_02_t1_LST_C.tif,FALSE
727,LC09_L2SP_196025_20220613_02_T1,2022-06-13T10:21:29.242355Z,landsat-9,61.35,T1,NA,TRUE,TRUE,2022-06-13,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220613_lc09_l2sp_196025_20220613_02_t1_LST_C.tif,FALSE
728,LC09_L2SP_196024_20220613_02_T1,2022-06-13T10:21:05.355575Z,landsat-9,70.67,T1,NA,TRUE,TRUE,2022-06-13,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220613_lc09_l2sp_196024_20220613_02_t1_LST_C.tif,FALSE
729,LC08_L2SP_197025_20220612_02_T1,2022-06-12T10:28:13.050259Z,landsat-8,7.44,T1,NA,TRUE,TRUE,2022-06-12,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220612_lc08_l2sp_197025_20220612_02_t1_LST_C.tif,TRUE
730,LC08_L2SP_197024_20220612_02_T1,2022-06-12T10:27:49.167691Z,landsat-8,48.89,T1,NA,TRUE,TRUE,2022-06-12,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220612_lc08_l2sp_197024_20220612_02_t1_LST_C.tif,FALSE
731,LC08_L2SP_196025_20220605_02_T2,2022-06-05T10:21:56.991081Z,landsat-8,95.45,T2,NA,TRUE,TRUE,2022-06-05,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220605_lc08_l2sp_196025_20220605_02_t2_LST_C.tif,FALSE
732,LC08_L2SP_196024_20220605_02_T1,2022-06-05T10:21:33.108513Z,landsat-8,96.11,T1,NA,TRUE,TRUE,2022-06-05,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220605_lc08_l2sp_196024_20220605_02_t1_LST_C.tif,FALSE
733,LC09_L2SP_197024_20220604_02_T1,2022-06-04T10:27:12.413468Z,landsat-9,68.66,T1,NA,TRUE,TRUE,2022-06-04,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220604_lc09_l2sp_197024_20220604_02_t1_LST_C.tif,FALSE
734,LC09_L2SP_196025_20220528_02_T1,2022-05-28T10:21:24.180374Z,landsat-9,56.28,T1,NA,TRUE,TRUE,2022-05-28,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220528_lc09_l2sp_196025_20220528_02_t1_LST_C.tif,FALSE
735,LC09_L2SP_196024_20220528_02_T1,2022-05-28T10:21:00.297830Z,landsat-9,63.75,T1,NA,TRUE,TRUE,2022-05-28,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220528_lc09_l2sp_196024_20220528_02_t1_LST_C.tif,FALSE
736,LE07_L2SP_196025_20220528_02_T1,2022-05-28T08:54:44.142326Z,landsat-7,58,T1,NA,FALSE,TRUE,2022-05-28,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220528_le07_l2sp_196025_20220528_02_t1_LST_C.tif,FALSE
737,LE07_L2SP_196024_20220528_02_T1,2022-05-28T08:54:20.306559Z,landsat-7,63,T1,NA,FALSE,TRUE,2022-05-28,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220528_le07_l2sp_196024_20220528_02_t1_LST_C.tif,FALSE
738,LC08_L2SP_197025_20220527_02_T1,2022-05-27T10:27:59.595094Z,landsat-8,79.76,T1,NA,TRUE,TRUE,2022-05-27,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220527_lc08_l2sp_197025_20220527_02_t1_LST_C.tif,FALSE
739,LC08_L2SP_197024_20220527_02_T1,2022-05-27T10:27:35.708290Z,landsat-8,40.62,T1,NA,TRUE,TRUE,2022-05-27,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220527_lc08_l2sp_197024_20220527_02_t1_LST_C.tif,FALSE
740,LC08_L2SP_196025_20220520_02_T1,2022-05-20T10:21:50.229133Z,landsat-8,59.77,T1,NA,TRUE,TRUE,2022-05-20,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220520_lc08_l2sp_196025_20220520_02_t1_LST_C.tif,FALSE
741,LC08_L2SP_196024_20220520_02_T1,2022-05-20T10:21:26.346565Z,landsat-8,65.04,T1,NA,TRUE,TRUE,2022-05-20,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220520_lc08_l2sp_196024_20220520_02_t1_LST_C.tif,FALSE
742,LC09_L2SP_197025_20220519_02_T1,2022-05-19T10:27:35.490648Z,landsat-9,61.92,T1,NA,TRUE,TRUE,2022-05-19,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220519_lc09_l2sp_197025_20220519_02_t1_LST_C.tif,FALSE
743,LC09_L2SP_197024_20220519_02_T1,2022-05-19T10:27:11.612340Z,landsat-9,60.37,T1,NA,TRUE,TRUE,2022-05-19,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220519_lc09_l2sp_197024_20220519_02_t1_LST_C.tif,FALSE
744,LE07_L2SP_197025_20220516_02_T1,2022-05-16T09:01:04.320812Z,landsat-7,57,T1,NA,FALSE,TRUE,2022-05-16,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220516_le07_l2sp_197025_20220516_02_t1_LST_C.tif,FALSE
745,LE07_L2SP_197024_20220516_02_T1,2022-05-16T09:00:40.483954Z,landsat-7,76,T1,NA,FALSE,TRUE,2022-05-16,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220516_le07_l2sp_197024_20220516_02_t1_LST_C.tif,FALSE
746,LC09_L2SP_196025_20220512_02_T1,2022-05-12T10:21:31.499369Z,landsat-9,25.22,T1,NA,TRUE,TRUE,2022-05-12,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220512_lc09_l2sp_196025_20220512_02_t1_LST_C.tif,TRUE
747,LC09_L2SP_196024_20220512_02_T1,2022-05-12T10:21:07.621062Z,landsat-9,42.88,T1,NA,TRUE,TRUE,2022-05-12,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220512_lc09_l2sp_196024_20220512_02_t1_LST_C.tif,FALSE
748,LC08_L2SP_197025_20220511_02_T1,2022-05-11T10:27:58.504933Z,landsat-8,3.26,T1,NA,TRUE,TRUE,2022-05-11,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220511_lc08_l2sp_197025_20220511_02_t1_LST_C.tif,TRUE
749,LC08_L2SP_197024_20220511_02_T1,2022-05-11T10:27:34.618129Z,landsat-8,4.24,T1,NA,TRUE,TRUE,2022-05-11,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220511_lc08_l2sp_197024_20220511_02_t1_LST_C.tif,TRUE
750,LE07_L2SP_196025_20220511_02_T1,2022-05-11T08:55:26.572731Z,landsat-7,1,T1,NA,FALSE,TRUE,2022-05-11,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220511_le07_l2sp_196025_20220511_02_t1_LST_C.tif,FALSE
751,LE07_L2SP_196024_20220511_02_T1,2022-05-11T08:55:02.735413Z,landsat-7,8,T1,NA,FALSE,TRUE,2022-05-11,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220511_le07_l2sp_196024_20220511_02_t1_LST_C.tif,FALSE
752,LC08_L2SP_196025_20220504_02_T1,2022-05-04T10:21:43.356493Z,landsat-8,32.37,T1,NA,TRUE,TRUE,2022-05-04,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220504_lc08_l2sp_196025_20220504_02_t1_LST_C.tif,FALSE
753,LC08_L2SP_196024_20220504_02_T1,2022-05-04T10:21:19.473925Z,landsat-8,38.86,T1,NA,TRUE,TRUE,2022-05-04,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220504_lc08_l2sp_196024_20220504_02_t1_LST_C.tif,FALSE
754,LC09_L2SP_197025_20220503_02_T1,2022-05-03T10:27:47.968725Z,landsat-9,12.87,T1,NA,TRUE,TRUE,2022-05-03,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220503_lc09_l2sp_197025_20220503_02_t1_LST_C.tif,TRUE
755,LC09_L2SP_197024_20220503_02_T1,2022-05-03T10:27:24.090417Z,landsat-9,27.19,T1,NA,TRUE,TRUE,2022-05-03,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220503_lc09_l2sp_197024_20220503_02_t1_LST_C.tif,TRUE
756,LC09_L2SP_196025_20220426_02_T2,2022-04-26T10:21:39.012748Z,landsat-9,96.59,T2,NA,TRUE,TRUE,2022-04-26,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220426_lc09_l2sp_196025_20220426_02_t2_LST_C.tif,FALSE
757,LC09_L2SP_196024_20220426_02_T1,2022-04-26T10:21:15.142913Z,landsat-9,76.76,T1,NA,TRUE,TRUE,2022-04-26,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220426_lc09_l2sp_196024_20220426_02_t1_LST_C.tif,FALSE
758,LC08_L2SP_197025_20220425_02_T1,2022-04-25T10:27:51.416366Z,landsat-8,62.46,T1,NA,TRUE,TRUE,2022-04-25,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220425_lc08_l2sp_197025_20220425_02_t1_LST_C.tif,FALSE
759,LC08_L2SP_197024_20220425_02_T2,2022-04-25T10:27:27.529562Z,landsat-8,95.35,T2,NA,TRUE,TRUE,2022-04-25,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220425_lc08_l2sp_197024_20220425_02_t2_LST_C.tif,FALSE
760,LC08_L2SP_196025_20220418_02_T1,2022-04-18T10:21:43.304690Z,landsat-8,0.36,T1,NA,TRUE,TRUE,2022-04-18,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220418_lc08_l2sp_196025_20220418_02_t1_LST_C.tif,TRUE
761,LC08_L2SP_196024_20220418_02_T1,2022-04-18T10:21:19.417886Z,landsat-8,0.01,T1,NA,TRUE,TRUE,2022-04-18,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220418_lc08_l2sp_196024_20220418_02_t1_LST_C.tif,TRUE
762,LC09_L2SP_197025_20220417_02_T1,2022-04-17T10:27:53.559258Z,landsat-9,0.02,T1,NA,TRUE,TRUE,2022-04-17,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220417_lc09_l2sp_197025_20220417_02_t1_LST_C.tif,TRUE
763,LC09_L2SP_197024_20220417_02_T1,2022-04-17T10:27:29.685187Z,landsat-9,0.53,T1,NA,TRUE,TRUE,2022-04-17,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220417_lc09_l2sp_197024_20220417_02_t1_LST_C.tif,TRUE
